"dyad_id","initiator_country","initiator_alpha_2","receiver_country","receiver_country_alpha_2_code","incident_id","name","description","start_date","end_date","source_disclosure","operation_type","impact_indicator_score","impact_indicator_label","unweighted_intensity","weighted_intensity","number_attributions","number_political_responses","number_legal_responses","casualties","attribution_id","initiator_name","initiator_category","initiator_subcategory","receiver_id","receiver_name","receiver_category","receiver_subcategory","receiver_regions","offline_conflict_issue","offline_conflict_name","offline_conflict_intensity","offline_conflict_intensity_subcode","cyber_conflict_issue","physical_effects_spatial","physical_effects_temporal","target_multiplier","functional_impact","intelligence_impact","economic_impact","economic_impact_value","economic_impact_currency","affected_entities","affected_entities_value","affected_eu_countries","affected_eu_countries_value","affected_third_countries","affected_third_countries_value","Data theft","Data theft & Doxing","Disruption","Hijacking with Misuse","Hijacking without Misuse","Not available","Ransomware","added_to_db","updated_at"
941,"Unknown","Unknown","Nepal","NP",873,"#OpIcarus","Anonymous and Ghost Squad have targeted many international banks and central banks with DDoS attacks, in protest against corruption.","2016-05-01 00:00:00","Not available","Incident disclosed by attacker","DDoS/Defacement",0,"Not available",1,1,1,0,0,"Not available","6340","GhostSquad","Non-state-group","Hacktivist(s)","1382_1","['Not available']","['Critical infrastructure', 'State institutions / political system']","['Finance', 'Other (e.g., embassies)']","['ASIA', 'SASIA']","Unknown","Not available","Unknown","Not available","System / ideology","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"euro","Not available",0,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2022-08-15","2024-07-08"
941,"Unknown","Unknown","Nepal","NP",1374,"ChamelGang","The previously unknown APT ChamelGang targeted institutions, such as the government, aviation and energy sectors, of a total of ten countries in two attacks. The group disguised its malware and network infrastructure as legitimate domains, such as McAffee, Microsoft, or TrendMicro.","2021-03-01 00:00:00","Not available","Incident disclosed by IT-security company","Data theft",0,"Not available",3,3,1,0,0,"Not available","1614","ChamelGang","Unknown","Not available","2264_2","['Not available']","['Critical infrastructure', 'State institutions / political system']","['Government / ministries', 'Transportation', 'Energy']","['ASIA', 'SASIA']","Unknown","Not available","Unknown","Not available","Unknown","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,1,0,0,1,0,0,0,"2022-08-15","2023-06-19"
941,"Unknown","Unknown","Nepal","NP",3616,"A hacker group called Cookies or Captain Smoker 3R defaced the websites of the Chief Minister and the Council of Ministers of Nepal's Sudurpashchim province on 5 July 2024","A hacker group called Cookies or Captain Smoker 3R defaced the websites of the Chief Minister and the Council of Ministers of Nepal's Sudurpashchim province on 5 July 2024, announced Information Officer Jagadish Prasad Joshi.","2024-07-05 00:00:00","2024-07-05 00:00:00","Incident disclosed by attacker","Hijacking with Misuse",6,"Low",2,2,1,0,0,"Not available","22874","Unknown","Non-state-group","Hacktivist(s)","6623_0","['Not available']","['State institutions / political system']","['Government / ministries']","['ASIA', 'SASIA']","Unknown","Not available","Unknown","Not available","Unknown","Not available","Not available","Moderate - high political importance","Day (< 24h)","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","Not available",0,"euro","1-10",1,"Not available","Not available","1-10",1,0,0,0,1,0,0,0,"2024-07-11","2024-10-25"
942,"Unknown","Unknown","Netherlands","NL",593,"Nemesis Gemina","The APT Miniduke continued their campaign, broadening the focus to further countries and new sectors, starting data-theft attacks against governments, militaries and energy companies","2014-01-01 00:00:00","Not available","Incident disclosed by IT-security company","Data theft",0,"Not available",3,3,1,0,0,"Not available","704","Miniduke","Unknown","Not available","973_5","['Not available']","['Critical infrastructure', 'State institutions / political system']","['Telecommunications', 'Energy', 'Civil service / administration', 'Government / ministries', 'Military']","['EUROPE', 'NATO', 'EU', 'WESTEU']","Unknown","Not available","Unknown","Not available","Unknown","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,1,0,0,1,0,0,0,"2022-08-15","2022-11-02"
942,"Unknown","Unknown","Netherlands","NL",873,"#OpIcarus","Anonymous and Ghost Squad have targeted many international banks and central banks with DDoS attacks, in protest against corruption.","2016-05-01 00:00:00","Not available","Incident disclosed by attacker","DDoS/Defacement",0,"Not available",1,1,1,0,0,"Not available","6340","GhostSquad","Non-state-group","Hacktivist(s)","1390_1","['Not available']","['Critical infrastructure', 'State institutions / political system']","['Finance', 'Other (e.g., embassies)']","['EUROPE', 'NATO', 'EU', 'WESTEU']","Unknown","Not available","Unknown","Not available","System / ideology","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"euro","Not available",0,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2022-08-15","2024-07-08"
942,"Unknown","Unknown","Netherlands","NL",1120,"Russian-based APT(?)Hades attacks targets in Ukraine, Europe and Russia","According to telemetry and the characteristics of the analyzed spear-phishing documents, Kaspersky believes the attackers from Olympic Destroyer are now targeting financial organizations in Russia, and biological and chemical threat prevention laboratories in Europe and Ukraine.","2018-05-01 00:00:00","Not available","Incident disclosed by IT-security company","Data theft",0,"Not available",3,3,1,0,0,"Not available","1325","Unknown","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)","1811_1","['Not available']","['Critical infrastructure']","['Finance', 'Chemicals']","['EUROPE', 'NATO', 'EU', 'WESTEU']","Unknown","Not available","Unknown","Not available","International power","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,1,0,0,1,0,0,0,"2022-08-15","2023-03-13"
942,"Unknown","Unknown","Netherlands","NL",3976,"The Hacking Group TA866 (Also Known as Asylum Ambuscade) Gained Access to the Networks of Private and Public Targets in Various Countries Beginning in 2022","According to a report by IT security firm Cisco Talos Intelligence, on 23 October 2024, the hacking group TA866 (also known as Asylum Ambuscade) gained access to the networks of private and public targets in various countries beginning in 2022.
The hacking group gained initial access via malicious spam or advertising in 2022 and 2023. It also used a variety of malware, including WasabiSeed, ScreenShotter and AHK Bot, as well as the persistent backdoors Resident, CSharp- Streamer RAT, Cobalt Strike, and Rhadamanthys in 2023. In early 2024, the hacking group used Cobalt Strike and CSharp-Streamer RAT in WarmCookie/Bad 
The targets included manufacturing, government, and financial services, mainly in the United States but also in Canada, Germany, the United Kingdom, Italy, Austria, and the Netherlands.","2022-01-01 00:00:00","Not available","Incident disclosed by IT-security company","Hijacking with Misuse",5,"Minor",1,1,1,0,0,"Not available","25211","TA866","Unknown","Not available","7253_1","['Not available']","['Critical infrastructure', 'State institutions / political system']","['Government / ministries', 'Finance']","['EUROPE', 'NATO', 'EU', 'WESTEU']","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Moderate - high political importance","No system interference/disruption","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","Not available",0,"euro","1-10",0,"Not available","Not available","Not available",0,0,0,0,1,0,0,0,"2024-10-24","2025-02-02"
942,"Unknown","Unknown","Netherlands","NL",2041,"Qilin ransomware group targeted elderly care facility in the Netherlands on 17 February 2022","The Qilin ransomware group targeted Attent Zorg en Behandeling, an elderly care facility in the Netherlands, on 17 February 2022, the affected organization announced on its website. The attacker stole passport information of physicians, nurses, and physiotherapists and later  published them online. According to the facility, a significant portion of the affected systems were restored within three days after the attack, allowing it to resume its telephone service and regain access to systems managing client dossiers, finances, and personnel. ","2022-02-17 00:00:00","2022-02-17 00:00:00","Incident disclosed by victim","Ransomware & data theft extortion",10,"Low",6,6,1,0,0,"Not available","8757","Qilin Ransomware Group","Non-state-group","Criminal(s)","3552_0","['Attent Zorg en Behandeling']","['Critical infrastructure']","['Health']","['EUROPE', 'NATO', 'EU', 'WESTEU']","Not available","Not available","Not available","Not available","Unknown","Not available","Not available","Moderate - high political importance","Days (< 7 days)","Major data breach/exfiltration (critical/sensitive information) & data corruption (deletion/altering) and/or leaking of data ","Not available",0,"euro","1-10",1,"Not available","Not available","Not available",0,0,1,1,1,0,0,1,"2023-03-08","2024-01-03"
942,"Unknown","Unknown","Netherlands","NL",4248,"UAC0063 hacking group targeted embassies in European and Central Asian countries beginning on June 20, 2022","Bitdefender Labs has identified an ongoing cyber-espionage campaign orchestrated by the threat actor UAC-0063 targeting organizations in Central Asia and Europe. Initially focused on government institutions in Central Asia, the group has expanded its operations to include embassies in Germany, the UK, the Netherlands, Romania, and Georgia, aiming to exfiltrate sensitive data from high-value targets. 
The attackers gained initial access by weaponizing stolen Microsoft Word documents from previously compromised victims, exemplifying a supply chain attack strategy. These malicious documents deployrf the HATVIBE loader and other malware, including DownEx, DownExPyer (also known as CHERRYSPY), and PyPlunderPlug, a USB-based data exfiltrator. To evade detection, the attackers delivered the weaponized documents via phishing emails that contain download links rather than direct attachments. Upon opening the documents, users encountered blurred pages and misleading warnings urging them to enable macros, which triggered malware execution.
CERT-UA has assessed with moderate confidence that UAC-0063 is linked to the Russian cyber-espionage group APT28 (BlueDelta). Still, no definitive technical evidence existed to confirm this connection for Bitdefender Labs. 
In September and October 2024, multiple alerts detected weaponized documents uploaded from Kazakhstan likely exfiltrated from Kazakh embassies based on metadata. On November 21, 2024, the latest attack attempt involved a malicious document hosted on a compromised server, which was sent via phishing emails. On April 4, 2024, a newly compiled version of DownExPyer was deployed against a target in Romania, while on January 12, 2023, the PyPlunderPlug USB exfiltration tool was found on a compromised system in Germany.","2022-06-20 00:00:00","2024-11-21 00:00:00","Incident disclosed by IT-security company","Data theft",0,"Not available",0,0,1,0,0,"Not available","25133","UAC-0063","Unknown","Not available","7794_0","['Not available']","['State institutions / political system']","['Other (e.g., embassies)']","['EUROPE', 'NATO', 'EU', 'WESTEU']","International power","EU, USA et. al –  Russia","Yes / HIIK intensity","HIIK 2","International power","Not available","Not available","Not available","Not available","Not available","Not available",0,"euro","Not available",0,"Not available","Not available","Not available",0,1,0,0,0,0,0,0,"2025-01-30","2025-02-06"
942,"Unknown","Unknown","Netherlands","NL",2579,"Tools of cybercriminal group 'W3LL' leveraged to compromise corporate Microsoft 365 accounts in phishing operation beginning In October 2022","Group-IB researchers have linked together a string of phishing campaigns against corporate Microsoft 365 accounts going back to 2017 to tools of a largely undocumented threat actor that the company tracks under the name of 'W3LL'.
One of the instruments, the W3LL Panel phishing kit, designed to bypass multi-factor authentication (MFA) by obtaining an authenticated session cookie that provides access to Microsoft 365 accounts, played a crucial role in this extensive operation, which mainly targeted victims in the US, UK, Australia, and Germany. The kit, alongside several other tools for business email compromise, was offered to a vetted group of at least 500 threat actors through an underground marketplace called W3LL Store, set up specifically for this purpose in 2018. The tools were deployed against at least Microsoft 365 accounts and succeeded in breaking into an estimated 8,000.
Group-IB tied around 850 different phishing websites to W3LL Panel, meticulously customized to different industries and geographic regions. The affected industries, in order of frequency, are: manufacturing & engineering, information technology, consulting, finance and healthcare.","2022-10-01 00:00:00","Not available","Incident disclosed by IT-security company","Data theft",10,"Low",3,3,1,0,0,"Not available","15157","W3LL Group","Non-state-group","Criminal(s)","4811_5","['Not available']","['Critical infrastructure', 'State institutions / political system']","['Energy', 'Food', 'Government / ministries', 'Health', 'Finance']","['EUROPE', 'NATO', 'EU', 'WESTEU']","Not available","Not available","Not available","Not available","Unknown","Not available","Not available","Moderate - high political importance","No system interference/disruption","Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ","Not available",0,"euro","501-10000",8000,"Not available","Not available","Not available",0,1,0,0,1,0,0,0,"2023-09-07","2024-07-14"
942,"Unknown","Unknown","Netherlands","NL",2083,"Play ransomware group hit Dutch maritime logistics company Royal Dirkzwager ","The Play ransomware group stole personal and business-related information from the Dutch maritime logistics company Royal Dirkzwager, as disclosed by the hacking group on its website on 13 March. 
CEO of Royal Dirkzwager, Joan Blaas, announced that he had reported the cyber incident to the Dutch Data Protection Authority and was negotiating with the extortionists. Attackers had gained access to servers holding data on contracts and other confidential personal information.","2023-03-06 00:00:00","Not available","Incident disclosed by attacker","Ransomware & data theft extortion",11,"Medium",6,6,1,0,0,"Not available","10024","PLAY","Non-state-group","Criminal(s)","3627_0","['Royal Dirkzwager']","['Critical infrastructure']","['Transportation']","['EUROPE', 'NATO', 'EU', 'WESTEU']","Not available","Not available","Not available","Not available","Unknown","Not available","Not available","Moderate - high political importance","Weeks (< 4 weeks)","Major data breach/exfiltration (critical/sensitive information) & data corruption (deletion/altering) and/or leaking of data ","Not available",0,"euro","1-10",1,"Not available","Not available","Not available",0,1,0,1,1,0,0,1,"2023-03-21","2024-11-20"
942,"Unknown","Unknown","Netherlands","NL",2621,"Threat actor identifiying as USDoD gained access to account of Turkish Airline employee to steal personal information on 3,200 sensitive Airbus vendors in August 2023","A threat actor operating under the alias 'USDoD' gained access to the account of a Turkish Airline employee to steal personal information on 3,200 sensitive Airbus vendors in August 2023, Israeli IT security firm Hudson Rock reported on 12 September 2023. On the same day, USDoD announced their affiliation with the cybercrime group 'Ransomed'.
According to the report, the Turkish Airline employee's computer was infected with the RedLine Infostealer malware when the employee likely attempted to download a pirated version of the Microsoft .NET framework. The hacker exploited the resulting access to the Turkish Airlines employee's account to steal personal information from 3,200 Airbus vendors. This includes names, addresses, phone numbers and email addresses. In September 2023, USDoD then leaked the stolen information on BreachForums. Airbus' Computer Emergency Response Team (CERT) confirmed Hudson Rock's findings.","2023-08-01 00:00:00","Not available","Incident disclosed by attacker","Hack and leak",8,"Low",3,3,1,0,0,"Not available","14019","USDoD","Unknown","Not available","4909_0","['Airbus']","['Critical infrastructure']","['Transportation']","['EUROPE', 'NATO', 'EU', 'WESTEU']","Not available","Not available","Not available","Not available","Unknown","Not available","Not available","Moderate - high political importance","No system interference/disruption","Minor data breach/exfiltration (no critical/sensitive information), data corruption (deletion/altering) and/or leaking of data  ","Not available",0,"euro","1-10",2,"Not available","Not available","Not available",0,0,1,0,1,0,0,0,"2023-09-15","2024-08-15"
942,"Unknown","Unknown","Netherlands","NL",2567,"Pro-Russia Net-Worker Alliance targets website of Groningen Airport Eelde with DDoS attack","The website of Groningen Airport Eelde was brought down for a number of hours on 27 August 2023, as a result of a DDoS attack from the pro-Russia hacker collective Net-Worker Alliance. The Net-Worker Alliance itself claimed Groningen Airport Eelde as its victim on a Telegram post, alongside Schiphol Airport and Maastricht Aachen Airport, both of which it allegedly attacked as part of the same campaign. However, only the web presence of Groningen Airport Eelde recorded disruptions.
The director of Groningen Airport Eelde, Meiltje de Groot, emphasized that no other services outside the public-facing website were impacted by the DDoS attack, and services were available again several hours after the attack.","2023-08-27 00:00:00","2023-08-27 00:00:00","Incident disclosed by attacker","DDoS/Defacement",6,"Low",1,1,1,0,0,"Not available","15125","Net-Worker Alliance","Non-state-group","Hacktivist(s)","4789_0","['Groningen Airport Eelde']","['Critical infrastructure']","['Transportation']","['EUROPE', 'NATO', 'EU', 'WESTEU']","Third-party intervention / third-party affection","Russia – Ukraine","Yes / HIIK intensity","HIIK 5","International power","Not available","Not available","Moderate - high political importance","Day (< 24h)","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","Not available",0,"euro","1-10",1,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2023-09-05","2023-12-11"
942,"Unknown","Unknown","Netherlands","NL",3360,"Dunghill Leak/Dark Angels ransomware gang claimed responsibility for ransomware attack and data theft on Dutch chip manufacturer Nexperia in March 2024","The Dutch chip manufacturer Nexperia announced on 12 April 2024 that is was hit by ransomware involving data theft in March 2024. Local media outlets reported that large amounts of data may have been stolen. Nexperia is owned by a Chinese group since 2018 and a manufacturer of semiconductors as well as other electronic components. Nexperia stated that it launched an investigation and already notified the Dutch authorities. Private media RTL from the Netherlands noted that ""hundreds of gigabytes of sensitive information"" may have been stolen, threatened to be released by the attackers if the company denies the payment. 
On 10 April 2024 extortion group Dunghill Leak/Dark Angels ransomware gang claimed responsibility for the attack and asserted that they stole 1 TB of confidential data, leaking a sample of the allegedly stolen files. Dunghill/Dark Angels states that the data contains 371 GB of design and product data, including QC, NDAs, trade secrets, technical specifications, confidential schematics, and production instructions. The data bundle also includes 246 GB of engineering data, including internal studies and manufacturing technologies, as well as 96 GB of commercial and marketing data, 41.5 GB of corporate data, including personal details on employees and 109 GB of client and user data, including brands such as SpaceX, IBM, Apple, and Huawei.
None of these claims have been verified yet. Dark Angels ransomware gang uses Dunghill Leak site for ransom demands.","2024-03-01 00:00:00","Not available","Incident disclosed by victim","Ransomware & data theft extortion",9,"Low",4,4,1,0,1,"Not available","21532","Unknown","Non-state-group","Criminal(s)","6202_0","['Not available']","['Critical infrastructure']","['Critical Manufacturing']","['EUROPE', 'NATO', 'EU', 'WESTEU']","Not available","Not available","Not available","Not available","Unknown","Not available","Not available","Moderate - high political importance","No system interference/disruption","Major data breach/exfiltration (critical/sensitive information) & data corruption (deletion/altering) and/or leaking of data ","Not available",0,"euro","1-10",1,"Not available","Not available","Not available",0,0,1,0,1,0,0,1,"2024-04-15","2024-09-30"
943,"Unknown","Unknown","New Zealand","NZ",2639,"Ransomware group 'Monti' targeted Auckland University of Technology in 2023","The Auckland University of Technology announced a breach of its computer systems by an unknown third party. The university serving 29,000 students reported the incident to the National Cyber Security Centre and the Office of the Privacy Commissionerand and initiated an investigation. The university's online services for students and staff remained operational. The ransomware gang 'Monti' claimed responsibility for the attack and declared it had stolen more than 60GB of data. ","2023-01-01 00:00:00","Not available","Incident disclosed by attacker","Ransomware & data theft extortion",6,"Low",3,3,1,0,0,"Not available","13628","Monti ransomware group","Non-state-group","Criminal(s)","4968_1","['Auckland University of Technology ']","['Critical infrastructure', 'State institutions / political system']","['Civil service / administration', 'Research']","['OC']","Not available","Not available","Not available","Not available","Unknown","Not available","Not available","Moderate - high political importance","No system interference/disruption","Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ","Not available",0,"euro","1-10",1,"Not available","Not available","1-10",1,1,0,0,1,0,0,1,"2023-09-25","2023-10-12"
943,"Unknown","Unknown","New Zealand","NZ",2613,"Unknown actors gained access to Auckland Transport HOP ticketing system in New Zealand","Unknown actors gained access to the Auckland Transport HOP ticketing system in New Zealand, the authorities of AT discovered on 13 September 2023. The incident temporarily affected the availability of a number of services, such as online top-ups and cashless payments, though no data is believed to have been compromised.","2023-09-13 00:00:00","Not available","Incident disclosed by victim","Prolonged system outage (e.g., wiper)",7,"Low",4,4,1,0,0,"Not available","13096","Unknown","Non-state-group","Criminal(s)","4883_0","['Auckland Transport']","['Critical infrastructure']","['Transportation']","['OC']","Not available","Not available","Not available","Not available","Unknown","Not available","Not available","Moderate - high political importance","Days (< 7 days)","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","Not available",0,"euro","1-10",1,"Not available","Not available","1-10",1,0,0,1,1,0,0,0,"2023-09-14","2023-09-18"
943,"Unknown","Unknown","New Zealand","NZ",2659,"Ransomware group 'Medusa' suspected of hitting Auckland Transport with DDoS attack beginning on 29 September 2023","The New Zealand public transportation organization Auckland Transport was hit by a DDoS attack beginning on 29 September 2023. The attack led to intermittent accessibility problems with the organisation's website, mobile and parking apps, public information displays, and journey planner. In a press release, Auckland Transport linked the incident to a ransomware attack earlier in September. The ransomware group 'Medusa' had set a deadline for 26 September to pay a $1 million ransom, which Auckland Transportation refused. ","2023-09-29 00:00:00","Not available","Incident disclosed by victim","DDoS/Defacement",6,"Low",1,1,1,0,0,"Not available","13717","Medusa Ransomware Group","Non-state-group","Criminal(s)","4998_0","['Auckland Transport']","['Critical infrastructure']","['Transportation']","['OC']","Not available","Not available","Not available","Not available","Unknown","Not available","Not available","Moderate - high political importance","Day (< 24h)","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","Not available",0,"euro","1-10",1,"Not available","Not available","1-10",1,0,0,1,0,0,0,0,"2023-09-29","2023-10-19"
